"DISTANCE";"DURATION";"PROVIDER";"ROUTEID";"TIMESTAMP"
14677;690;"GoogleMaps";1;"2016-03-13 05:35:07"
14677;673;"GoogleMaps";1;"2016-03-13 05:40:07"
14685;673;"Here";1;"2016-03-13 05:40:07"
14677;668;"GoogleMaps";1;"2016-03-13 05:45:07"
14685;673;"Here";1;"2016-03-13 05:45:07"
14677;668;"GoogleMaps";1;"2016-03-13 05:50:07"
14685;666;"Here";1;"2016-03-13 05:50:07"
14677;668;"GoogleMaps";1;"2016-03-13 05:55:07"
14685;664;"Here";1;"2016-03-13 05:55:07"
14677;668;"GoogleMaps";1;"2016-03-13 06:00:07"
14685;663;"Here";1;"2016-03-13 06:00:07"
14685;662;"Here";1;"2016-03-13 06:05:07"
14677;659;"GoogleMaps";1;"2016-03-13 06:05:07"
14685;666;"Here";1;"2016-03-13 06:10:07"
14677;653;"GoogleMaps";1;"2016-03-13 06:10:07"
14677;651;"GoogleMaps";1;"2016-03-13 06:15:07"
14685;684;"Here";1;"2016-03-13 06:15:07"
14685;664;"Here";1;"2016-03-13 06:20:07"
14677;654;"GoogleMaps";1;"2016-03-13 06:20:07"
14685;664;"Here";1;"2016-03-13 06:25:07"
14677;654;"GoogleMaps";1;"2016-03-13 06:25:07"
14685;670;"Here";1;"2016-03-13 06:30:07"
14677;654;"GoogleMaps";1;"2016-03-13 06:30:07"
14685;669;"Here";1;"2016-03-13 06:35:07"
14677;661;"GoogleMaps";1;"2016-03-13 06:35:07"
14685;669;"Here";1;"2016-03-13 06:40:07"
14677;656;"GoogleMaps";1;"2016-03-13 06:40:07"
14685;665;"Here";1;"2016-03-13 06:45:07"
14677;657;"GoogleMaps";1;"2016-03-13 06:45:07"
14677;660;"GoogleMaps";1;"2016-03-13 06:50:07"
14685;665;"Here";1;"2016-03-13 06:50:07"
14685;665;"Here";1;"2016-03-13 06:55:07"
14677;660;"GoogleMaps";1;"2016-03-13 06:55:07"
14677;659;"GoogleMaps";1;"2016-03-13 07:00:07"
14685;660;"Here";1;"2016-03-13 07:00:07"
14685;664;"Here";1;"2016-03-13 07:05:07"
14677;653;"GoogleMaps";1;"2016-03-13 07:05:07"
14677;653;"GoogleMaps";1;"2016-03-13 07:10:07"
14685;663;"Here";1;"2016-03-13 07:10:07"
14677;651;"GoogleMaps";1;"2016-03-13 07:15:07"
14685;661;"Here";1;"2016-03-13 07:15:07"
14677;652;"GoogleMaps";1;"2016-03-13 07:20:07"
14685;679;"Here";1;"2016-03-13 07:20:07"
14685;689;"Here";1;"2016-03-13 07:25:07"
14677;652;"GoogleMaps";1;"2016-03-13 07:25:07"
14685;686;"Here";1;"2016-03-13 07:30:07"
14677;650;"GoogleMaps";1;"2016-03-13 07:30:07"
14677;661;"GoogleMaps";1;"2016-03-13 07:35:07"
14685;680;"Here";1;"2016-03-13 07:35:07"
14685;688;"Here";1;"2016-03-13 07:40:07"
14677;664;"GoogleMaps";1;"2016-03-13 07:40:07"
14685;699;"Here";1;"2016-03-13 07:45:07"
14677;666;"GoogleMaps";1;"2016-03-13 07:45:07"
14685;680;"Here";1;"2016-03-13 07:50:07"
14677;663;"GoogleMaps";1;"2016-03-13 07:50:07"
14677;665;"GoogleMaps";1;"2016-03-13 07:55:07"
14685;661;"Here";1;"2016-03-13 07:55:07"
14685;691;"Here";1;"2016-03-13 08:00:07"
14677;664;"GoogleMaps";1;"2016-03-13 08:00:07"
14677;664;"GoogleMaps";1;"2016-03-13 08:05:07"
14685;689;"Here";1;"2016-03-13 08:05:07"
14677;692;"GoogleMaps";1;"2016-03-13 08:10:07"
14685;685;"Here";1;"2016-03-13 08:10:07"
14685;696;"Here";1;"2016-03-13 08:15:07"
14677;692;"GoogleMaps";1;"2016-03-13 08:15:07"
14685;682;"Here";1;"2016-03-13 08:20:07"
14677;693;"GoogleMaps";1;"2016-03-13 08:20:07"
14685;671;"Here";1;"2016-03-13 08:25:07"
14677;695;"GoogleMaps";1;"2016-03-13 08:25:07"
14685;676;"Here";1;"2016-03-13 08:30:07"
14677;696;"GoogleMaps";1;"2016-03-13 08:30:07"
14677;692;"GoogleMaps";1;"2016-03-13 08:35:07"
14685;668;"Here";1;"2016-03-13 08:35:07"
14677;695;"GoogleMaps";1;"2016-03-13 08:40:07"
14685;689;"Here";1;"2016-03-13 08:40:07"
14685;673;"Here";1;"2016-03-13 08:45:07"
14677;708;"GoogleMaps";1;"2016-03-13 08:45:07"
14685;688;"Here";1;"2016-03-13 08:50:07"
14677;703;"GoogleMaps";1;"2016-03-13 08:50:07"
14685;683;"Here";1;"2016-03-13 08:55:07"
14677;700;"GoogleMaps";1;"2016-03-13 08:55:07"
14677;695;"GoogleMaps";1;"2016-03-13 09:00:07"
14685;718;"Here";1;"2016-03-13 09:00:07"
14685;709;"Here";1;"2016-03-13 09:05:07"
14677;697;"GoogleMaps";1;"2016-03-13 09:05:07"
14677;703;"GoogleMaps";1;"2016-03-13 09:10:07"
14685;700;"Here";1;"2016-03-13 09:10:07"
14685;682;"Here";1;"2016-03-13 09:15:07"
14677;701;"GoogleMaps";1;"2016-03-13 09:15:07"
14677;703;"GoogleMaps";1;"2016-03-13 09:20:07"
14685;673;"Here";1;"2016-03-13 09:20:07"
14685;677;"Here";1;"2016-03-13 09:25:07"
14677;703;"GoogleMaps";1;"2016-03-13 09:25:07"
14685;679;"Here";1;"2016-03-13 09:30:07"
14677;709;"GoogleMaps";1;"2016-03-13 09:30:07"
14677;712;"GoogleMaps";1;"2016-03-13 09:35:07"
14685;697;"Here";1;"2016-03-13 09:35:07"
14685;715;"Here";1;"2016-03-13 09:40:07"
14677;710;"GoogleMaps";1;"2016-03-13 09:40:07"
14677;710;"GoogleMaps";1;"2016-03-13 09:45:07"
14685;695;"Here";1;"2016-03-13 09:45:07"
14685;693;"Here";1;"2016-03-13 09:50:07"
14677;711;"GoogleMaps";1;"2016-03-13 09:50:07"
14677;720;"GoogleMaps";1;"2016-03-13 09:55:07"
14685;682;"Here";1;"2016-03-13 09:55:07"
14685;700;"Here";1;"2016-03-13 10:00:07"
14677;711;"GoogleMaps";1;"2016-03-13 10:00:07"
14677;707;"GoogleMaps";1;"2016-03-13 10:05:07"
14685;695;"Here";1;"2016-03-13 10:05:07"
14685;680;"Here";1;"2016-03-13 10:10:07"
14677;717;"GoogleMaps";1;"2016-03-13 10:10:07"
14677;710;"GoogleMaps";1;"2016-03-13 10:15:07"
14685;675;"Here";1;"2016-03-13 10:15:07"
14685;684;"Here";1;"2016-03-13 10:20:07"
14677;712;"GoogleMaps";1;"2016-03-13 10:20:07"
14685;670;"Here";1;"2016-03-13 10:25:07"
14677;713;"GoogleMaps";1;"2016-03-13 10:25:07"
14677;719;"GoogleMaps";1;"2016-03-13 10:30:07"
14685;673;"Here";1;"2016-03-13 10:30:07"
14685;659;"Here";1;"2016-03-13 10:35:07"
14677;738;"GoogleMaps";1;"2016-03-13 10:35:07"
14685;678;"Here";1;"2016-03-13 10:40:07"
14677;738;"GoogleMaps";1;"2016-03-13 10:40:07"
14677;737;"GoogleMaps";1;"2016-03-13 10:45:07"
14685;677;"Here";1;"2016-03-13 10:45:07"
14677;729;"GoogleMaps";1;"2016-03-13 10:50:07"
14685;679;"Here";1;"2016-03-13 10:50:07"
14677;729;"GoogleMaps";1;"2016-03-13 10:55:07"
14685;666;"Here";1;"2016-03-13 10:55:07"
14685;682;"Here";1;"2016-03-13 11:00:07"
14677;715;"GoogleMaps";1;"2016-03-13 11:00:07"
14685;670;"Here";1;"2016-03-13 11:05:07"
14677;715;"GoogleMaps";1;"2016-03-13 11:05:07"
14677;714;"GoogleMaps";1;"2016-03-13 11:10:07"
14685;662;"Here";1;"2016-03-13 11:10:07"
14685;657;"Here";1;"2016-03-13 11:15:07"
14677;710;"GoogleMaps";1;"2016-03-13 11:15:07"
14685;661;"Here";1;"2016-03-13 11:20:07"
14677;713;"GoogleMaps";1;"2016-03-13 11:20:07"
14677;712;"GoogleMaps";1;"2016-03-13 11:25:07"
14685;682;"Here";1;"2016-03-13 11:25:07"
14677;716;"GoogleMaps";1;"2016-03-13 11:30:07"
14685;676;"Here";1;"2016-03-13 11:30:07"
14685;681;"Here";1;"2016-03-13 11:35:07"
14677;716;"GoogleMaps";1;"2016-03-13 11:35:07"
14685;712;"Here";1;"2016-03-13 11:40:07"
14677;720;"GoogleMaps";1;"2016-03-13 11:40:07"
14685;712;"Here";1;"2016-03-13 11:45:07"
14677;720;"GoogleMaps";1;"2016-03-13 11:45:07"
14685;694;"Here";1;"2016-03-13 11:50:07"
14677;726;"GoogleMaps";1;"2016-03-13 11:50:07"
14685;716;"Here";1;"2016-03-13 11:55:07"
14677;720;"GoogleMaps";1;"2016-03-13 11:55:07"
14677;710;"GoogleMaps";1;"2016-03-13 12:00:07"
14685;714;"Here";1;"2016-03-13 12:00:07"
14677;706;"GoogleMaps";1;"2016-03-13 12:05:07"
14685;684;"Here";1;"2016-03-13 12:05:07"
14685;682;"Here";1;"2016-03-13 12:10:07"
14677;708;"GoogleMaps";1;"2016-03-13 12:10:07"
14677;708;"GoogleMaps";1;"2016-03-13 12:15:07"
14685;680;"Here";1;"2016-03-13 12:15:07"
14677;679;"GoogleMaps";1;"2016-03-13 12:20:07"
14685;685;"Here";1;"2016-03-13 12:20:07"
14685;667;"Here";1;"2016-03-13 12:25:07"
14677;680;"GoogleMaps";1;"2016-03-13 12:25:07"
14677;677;"GoogleMaps";1;"2016-03-13 12:30:07"
14685;681;"Here";1;"2016-03-13 12:30:07"
14685;681;"Here";1;"2016-03-13 12:35:07"
14677;692;"GoogleMaps";1;"2016-03-13 12:35:07"
14685;698;"Here";1;"2016-03-13 12:40:07"
14677;693;"GoogleMaps";1;"2016-03-13 12:40:07"
14677;689;"GoogleMaps";1;"2016-03-13 12:45:07"
14685;716;"Here";1;"2016-03-13 12:45:07"
14677;685;"GoogleMaps";1;"2016-03-13 12:50:07"
14685;713;"Here";1;"2016-03-13 12:50:07"
14685;705;"Here";1;"2016-03-13 12:55:07"
14677;699;"GoogleMaps";1;"2016-03-13 12:55:07"
14685;709;"Here";1;"2016-03-13 13:00:07"
14677;681;"GoogleMaps";1;"2016-03-13 13:00:07"
14677;684;"GoogleMaps";1;"2016-03-13 13:05:07"
14685;704;"Here";1;"2016-03-13 13:05:07"
14685;707;"Here";1;"2016-03-13 13:10:07"
14677;687;"GoogleMaps";1;"2016-03-13 13:10:07"
14677;692;"GoogleMaps";1;"2016-03-13 13:15:07"
14685;738;"Here";1;"2016-03-13 13:15:07"
14677;688;"GoogleMaps";1;"2016-03-13 13:20:07"
14685;695;"Here";1;"2016-03-13 13:20:07"
14685;684;"Here";1;"2016-03-13 13:25:07"
14677;690;"GoogleMaps";1;"2016-03-13 13:25:07"
14677;692;"GoogleMaps";1;"2016-03-13 13:30:07"
14685;709;"Here";1;"2016-03-13 13:30:07"
14677;693;"GoogleMaps";1;"2016-03-13 13:35:07"
14685;724;"Here";1;"2016-03-13 13:35:07"
14685;749;"Here";1;"2016-03-13 13:40:07"
14677;694;"GoogleMaps";1;"2016-03-13 13:40:07"
14677;694;"GoogleMaps";1;"2016-03-13 13:45:07"
14685;778;"Here";1;"2016-03-13 13:45:07"
14677;696;"GoogleMaps";1;"2016-03-13 13:50:07"
14685;741;"Here";1;"2016-03-13 13:50:07"
14677;701;"GoogleMaps";1;"2016-03-13 13:55:07"
14685;731;"Here";1;"2016-03-13 13:55:07"
14677;700;"GoogleMaps";1;"2016-03-13 14:00:07"
14685;698;"Here";1;"2016-03-13 14:00:07"
14677;717;"GoogleMaps";1;"2016-03-13 14:05:07"
14685;710;"Here";1;"2016-03-13 14:05:07"
14677;718;"GoogleMaps";1;"2016-03-13 14:10:07"
14685;671;"Here";1;"2016-03-13 14:10:07"
14685;666;"Here";1;"2016-03-13 14:15:07"
14677;708;"GoogleMaps";1;"2016-03-13 14:15:07"
14677;707;"GoogleMaps";1;"2016-03-13 14:20:07"
14685;698;"Here";1;"2016-03-13 14:20:07"
14685;707;"Here";1;"2016-03-13 14:25:07"
14677;707;"GoogleMaps";1;"2016-03-13 14:25:07"
14677;706;"GoogleMaps";1;"2016-03-13 14:30:07"
14685;708;"Here";1;"2016-03-13 14:30:07"
14685;682;"Here";1;"2016-03-13 14:35:07"
14677;706;"GoogleMaps";1;"2016-03-13 14:35:07"
14685;714;"Here";1;"2016-03-13 14:40:07"
14677;706;"GoogleMaps";1;"2016-03-13 14:40:07"
14677;706;"GoogleMaps";1;"2016-03-13 14:45:07"
14685;730;"Here";1;"2016-03-13 14:45:07"
14677;701;"GoogleMaps";1;"2016-03-13 14:50:07"
14685;713;"Here";1;"2016-03-13 14:50:07"
14685;689;"Here";1;"2016-03-13 14:55:07"
14677;701;"GoogleMaps";1;"2016-03-13 14:55:07"
14685;680;"Here";1;"2016-03-13 15:00:07"
14677;696;"GoogleMaps";1;"2016-03-13 15:00:07"
14685;661;"Here";1;"2016-03-13 15:05:07"
14677;691;"GoogleMaps";1;"2016-03-13 15:05:07"
14677;689;"GoogleMaps";1;"2016-03-13 15:10:07"
14685;676;"Here";1;"2016-03-13 15:10:07"
14677;698;"GoogleMaps";1;"2016-03-13 15:15:07"
14685;667;"Here";1;"2016-03-13 15:15:07"
14685;694;"Here";1;"2016-03-13 15:20:07"
14677;692;"GoogleMaps";1;"2016-03-13 15:20:07"
14685;716;"Here";1;"2016-03-13 15:25:07"
14677;685;"GoogleMaps";1;"2016-03-13 15:25:07"
14685;697;"Here";1;"2016-03-13 15:30:07"
14677;684;"GoogleMaps";1;"2016-03-13 15:30:07"
14677;682;"GoogleMaps";1;"2016-03-13 15:35:07"
14685;726;"Here";1;"2016-03-13 15:35:07"
14685;721;"Here";1;"2016-03-13 15:40:07"
14677;685;"GoogleMaps";1;"2016-03-13 15:40:07"
14685;738;"Here";1;"2016-03-13 15:45:07"
14677;693;"GoogleMaps";1;"2016-03-13 15:45:07"
14677;697;"GoogleMaps";1;"2016-03-13 15:50:07"
14685;685;"Here";1;"2016-03-13 15:50:07"
14677;694;"GoogleMaps";1;"2016-03-13 15:55:07"
14685;668;"Here";1;"2016-03-13 15:55:07"
14677;682;"GoogleMaps";1;"2016-03-13 16:00:07"
14685;686;"Here";1;"2016-03-13 16:00:07"
14685;692;"Here";1;"2016-03-13 16:05:07"
14677;685;"GoogleMaps";1;"2016-03-13 16:05:07"
14685;685;"Here";1;"2016-03-13 16:30:07"
14677;682;"GoogleMaps";1;"2016-03-13 16:30:07"
14677;684;"GoogleMaps";1;"2016-03-13 16:35:07"
14685;692;"Here";1;"2016-03-13 16:35:07"
14677;680;"GoogleMaps";1;"2016-03-13 16:40:07"
14685;685;"Here";1;"2016-03-13 16:40:07"
14685;666;"Here";1;"2016-03-13 16:45:07"
14677;688;"GoogleMaps";1;"2016-03-13 16:45:07"
14685;661;"Here";1;"2016-03-13 16:50:07"
14677;699;"GoogleMaps";1;"2016-03-13 16:50:07"
14685;657;"Here";1;"2016-03-13 16:55:07"
14677;703;"GoogleMaps";1;"2016-03-13 16:55:07"
14685;672;"Here";1;"2016-03-13 17:00:07"
14677;703;"GoogleMaps";1;"2016-03-13 17:00:07"
14677;703;"GoogleMaps";1;"2016-03-13 17:05:07"
14685;694;"Here";1;"2016-03-13 17:05:07"
14677;701;"GoogleMaps";1;"2016-03-13 17:10:07"
14685;693;"Here";1;"2016-03-13 17:10:07"
14685;671;"Here";1;"2016-03-13 17:15:07"
14677;709;"GoogleMaps";1;"2016-03-13 17:15:07"
14677;708;"GoogleMaps";1;"2016-03-13 17:20:07"
14685;681;"Here";1;"2016-03-13 17:20:07"
14685;689;"Here";1;"2016-03-13 17:25:07"
14677;711;"GoogleMaps";1;"2016-03-13 17:25:07"
14677;712;"GoogleMaps";1;"2016-03-13 17:30:07"
14685;739;"Here";1;"2016-03-13 17:30:07"
14685;720;"Here";1;"2016-03-13 17:35:07"
14677;721;"GoogleMaps";1;"2016-03-13 17:35:07"
14677;716;"GoogleMaps";1;"2016-03-13 17:40:07"
14685;735;"Here";1;"2016-03-13 17:40:07"
14685;703;"Here";1;"2016-03-13 17:45:07"
14677;731;"GoogleMaps";1;"2016-03-13 17:45:07"
14685;730;"Here";1;"2016-03-13 17:50:07"
14677;770;"GoogleMaps";1;"2016-03-13 17:50:07"
14677;765;"GoogleMaps";1;"2016-03-13 17:55:07"
14685;712;"Here";1;"2016-03-13 17:55:07"
14677;756;"GoogleMaps";1;"2016-03-13 18:00:07"
14685;715;"Here";1;"2016-03-13 18:00:07"
14685;713;"Here";1;"2016-03-13 18:05:07"
14677;741;"GoogleMaps";1;"2016-03-13 18:05:07"
14685;720;"Here";1;"2016-03-13 18:10:07"
14677;746;"GoogleMaps";1;"2016-03-13 18:10:07"
14677;739;"GoogleMaps";1;"2016-03-13 18:15:07"
14685;726;"Here";1;"2016-03-13 18:15:07"
14685;700;"Here";1;"2016-03-13 18:20:07"
14677;746;"GoogleMaps";1;"2016-03-13 18:20:07"
14685;687;"Here";1;"2016-03-13 18:25:07"
14677;698;"GoogleMaps";1;"2016-03-13 18:25:07"
14685;676;"Here";1;"2016-03-13 18:30:07"
14677;700;"GoogleMaps";1;"2016-03-13 18:30:07"
14685;688;"Here";1;"2016-03-13 18:35:07"
14677;700;"GoogleMaps";1;"2016-03-13 18:35:07"
14677;702;"GoogleMaps";1;"2016-03-13 18:40:07"
14685;696;"Here";1;"2016-03-13 18:40:07"
14685;687;"Here";1;"2016-03-13 18:45:07"
14677;698;"GoogleMaps";1;"2016-03-13 18:45:07"
14677;700;"GoogleMaps";1;"2016-03-13 18:50:07"
14685;695;"Here";1;"2016-03-13 18:50:07"
14677;697;"GoogleMaps";1;"2016-03-13 18:55:07"
14685;694;"Here";1;"2016-03-13 18:55:07"
14677;704;"GoogleMaps";1;"2016-03-13 19:00:07"
14685;675;"Here";1;"2016-03-13 19:00:07"
14677;702;"GoogleMaps";1;"2016-03-13 19:05:07"
14685;676;"Here";1;"2016-03-13 19:05:07"
14677;701;"GoogleMaps";1;"2016-03-13 19:10:07"
14685;696;"Here";1;"2016-03-13 19:10:07"
14685;694;"Here";1;"2016-03-13 19:15:07"
14677;705;"GoogleMaps";1;"2016-03-13 19:15:07"
14685;695;"Here";1;"2016-03-13 19:20:07"
14677;704;"GoogleMaps";1;"2016-03-13 19:20:07"
14677;702;"GoogleMaps";1;"2016-03-13 19:25:07"
14685;664;"Here";1;"2016-03-13 19:25:07"
14677;704;"GoogleMaps";1;"2016-03-13 19:30:07"
14685;679;"Here";1;"2016-03-13 19:30:07"
14685;673;"Here";1;"2016-03-13 19:35:07"
14677;719;"GoogleMaps";1;"2016-03-13 19:35:07"
14685;661;"Here";1;"2016-03-13 19:40:07"
14677;735;"GoogleMaps";1;"2016-03-13 19:40:07"
14685;678;"Here";1;"2016-03-13 19:45:07"
14677;708;"GoogleMaps";1;"2016-03-13 19:45:07"
14677;718;"GoogleMaps";1;"2016-03-13 19:50:07"
14685;675;"Here";1;"2016-03-13 19:50:07"
14685;710;"Here";1;"2016-03-13 19:55:07"
14677;715;"GoogleMaps";1;"2016-03-13 19:55:07"
14685;705;"Here";1;"2016-03-13 20:00:07"
14677;716;"GoogleMaps";1;"2016-03-13 20:00:07"
14685;667;"Here";1;"2016-03-13 20:05:07"
14677;719;"GoogleMaps";1;"2016-03-13 20:05:07"
14677;715;"GoogleMaps";1;"2016-03-13 20:10:07"
14685;674;"Here";1;"2016-03-13 20:10:07"
14677;731;"GoogleMaps";1;"2016-03-13 20:15:07"
14685;679;"Here";1;"2016-03-13 20:15:07"
14677;724;"GoogleMaps";1;"2016-03-13 20:20:07"
14685;667;"Here";1;"2016-03-13 20:20:07"
14685;664;"Here";1;"2016-03-13 20:25:07"
14677;718;"GoogleMaps";1;"2016-03-13 20:25:07"
14677;723;"GoogleMaps";1;"2016-03-13 20:30:07"
14685;707;"Here";1;"2016-03-13 20:30:07"
14685;684;"Here";1;"2016-03-13 20:35:07"
14677;722;"GoogleMaps";1;"2016-03-13 20:35:07"
14677;716;"GoogleMaps";1;"2016-03-13 20:40:07"
14685;675;"Here";1;"2016-03-13 20:40:07"
14685;666;"Here";1;"2016-03-13 20:45:07"
14677;703;"GoogleMaps";1;"2016-03-13 20:45:07"
14685;666;"Here";1;"2016-03-13 20:50:07"
14677;692;"GoogleMaps";1;"2016-03-13 20:50:07"
14685;679;"Here";1;"2016-03-13 20:55:07"
14677;687;"GoogleMaps";1;"2016-03-13 20:55:07"
14685;681;"Here";1;"2016-03-13 21:00:07"
14677;690;"GoogleMaps";1;"2016-03-13 21:00:07"
14677;688;"GoogleMaps";1;"2016-03-13 21:05:07"
14685;678;"Here";1;"2016-03-13 21:05:07"
14677;686;"GoogleMaps";1;"2016-03-13 21:10:07"
14685;678;"Here";1;"2016-03-13 21:10:07"
14677;691;"GoogleMaps";1;"2016-03-13 21:15:07"
14685;672;"Here";1;"2016-03-13 21:15:07"
14677;694;"GoogleMaps";1;"2016-03-13 21:20:07"
14685;685;"Here";1;"2016-03-13 21:20:07"
14677;697;"GoogleMaps";1;"2016-03-13 21:25:07"
14685;691;"Here";1;"2016-03-13 21:25:07"
14685;686;"Here";1;"2016-03-13 21:30:07"
14677;696;"GoogleMaps";1;"2016-03-13 21:30:07"
14685;697;"Here";1;"2016-03-13 21:35:07"
14677;697;"GoogleMaps";1;"2016-03-13 21:35:07"
14677;699;"GoogleMaps";1;"2016-03-13 21:40:07"
14685;696;"Here";1;"2016-03-13 21:40:07"
14685;689;"Here";1;"2016-03-13 21:45:07"
14677;698;"GoogleMaps";1;"2016-03-13 21:45:07"
14685;681;"Here";1;"2016-03-13 21:50:07"
14677;692;"GoogleMaps";1;"2016-03-13 21:50:07"
14685;681;"Here";1;"2016-03-13 21:55:07"
14677;690;"GoogleMaps";1;"2016-03-13 21:55:07"
14685;669;"Here";1;"2016-03-13 22:00:07"
14677;690;"GoogleMaps";1;"2016-03-13 22:00:07"
14677;690;"GoogleMaps";1;"2016-03-13 22:05:07"
14685;684;"Here";1;"2016-03-13 22:05:07"
14685;669;"Here";1;"2016-03-13 22:10:07"
14677;676;"GoogleMaps";1;"2016-03-13 22:10:07"
14677;665;"GoogleMaps";1;"2016-03-13 22:15:07"
14685;665;"Here";1;"2016-03-13 22:15:07"
14685;695;"Here";1;"2016-03-13 22:20:07"
14677;663;"GoogleMaps";1;"2016-03-13 22:20:07"
14677;659;"GoogleMaps";1;"2016-03-13 22:25:07"
14685;686;"Here";1;"2016-03-13 22:25:07"
14685;676;"Here";1;"2016-03-13 22:30:07"
14677;659;"GoogleMaps";1;"2016-03-13 22:30:07"
14685;666;"Here";1;"2016-03-13 22:35:07"
14677;659;"GoogleMaps";1;"2016-03-13 22:35:07"
14685;679;"Here";1;"2016-03-13 22:40:07"
14677;661;"GoogleMaps";1;"2016-03-13 22:40:07"
14677;658;"GoogleMaps";1;"2016-03-13 22:45:07"
14685;665;"Here";1;"2016-03-13 22:45:07"
14685;665;"Here";1;"2016-03-13 22:50:07"
14677;654;"GoogleMaps";1;"2016-03-13 22:50:07"
14685;662;"Here";1;"2016-03-13 22:55:07"
14677;657;"GoogleMaps";1;"2016-03-13 22:55:07"
14677;657;"GoogleMaps";1;"2016-03-13 23:00:08"
14685;662;"Here";1;"2016-03-13 23:00:08"
14677;657;"GoogleMaps";1;"2016-03-13 23:00:07"
14685;662;"Here";1;"2016-03-13 23:00:07"
14685;676;"Here";1;"2016-03-14 05:00:07"
14677;770;"GoogleMaps";1;"2016-03-14 05:00:07"
14677;766;"GoogleMaps";1;"2016-03-14 05:05:07"
14685;692;"Here";1;"2016-03-14 05:05:07"
14685;734;"Here";1;"2016-03-14 05:10:07"
14677;758;"GoogleMaps";1;"2016-03-14 05:10:07"
14685;674;"Here";1;"2016-03-14 05:15:07"
14677;750;"GoogleMaps";1;"2016-03-14 05:15:07"
14677;751;"GoogleMaps";1;"2016-03-14 05:20:07"
14685;684;"Here";1;"2016-03-14 05:20:07"
14685;697;"Here";1;"2016-03-14 05:25:07"
14677;751;"GoogleMaps";1;"2016-03-14 05:25:07"
14677;743;"GoogleMaps";1;"2016-03-14 05:30:07"
14685;694;"Here";1;"2016-03-14 05:30:07"
14677;743;"GoogleMaps";1;"2016-03-14 05:35:07"
14685;700;"Here";1;"2016-03-14 05:35:07"
14677;737;"GoogleMaps";1;"2016-03-14 05:40:07"
14685;711;"Here";1;"2016-03-14 05:40:07"
14685;693;"Here";1;"2016-03-14 05:45:07"
14677;739;"GoogleMaps";1;"2016-03-14 05:45:07"
14677;735;"GoogleMaps";1;"2016-03-14 05:50:07"
14685;683;"Here";1;"2016-03-14 05:50:07"
14685;701;"Here";1;"2016-03-14 05:55:07"
14677;744;"GoogleMaps";1;"2016-03-14 05:55:07"
14685;698;"Here";1;"2016-03-14 06:00:07"
14677;745;"GoogleMaps";1;"2016-03-14 06:00:07"
14685;712;"Here";1;"2016-03-14 06:05:07"
14677;752;"GoogleMaps";1;"2016-03-14 06:05:07"
14677;760;"GoogleMaps";1;"2016-03-14 06:10:07"
14685;704;"Here";1;"2016-03-14 06:10:07"
14685;724;"Here";1;"2016-03-14 06:15:07"
14677;758;"GoogleMaps";1;"2016-03-14 06:15:07"
14677;760;"GoogleMaps";1;"2016-03-14 06:20:07"
14685;726;"Here";1;"2016-03-14 06:20:07"
14677;762;"GoogleMaps";1;"2016-03-14 06:25:07"
14685;710;"Here";1;"2016-03-14 06:25:07"
14677;767;"GoogleMaps";1;"2016-03-14 06:30:07"
14685;711;"Here";1;"2016-03-14 06:30:07"
14677;800;"GoogleMaps";1;"2016-03-14 06:35:07"
14685;729;"Here";1;"2016-03-14 06:35:07"
14677;792;"GoogleMaps";1;"2016-03-14 06:40:07"
14685;738;"Here";1;"2016-03-14 06:40:07"
14685;746;"Here";1;"2016-03-14 06:45:07"
14677;807;"GoogleMaps";1;"2016-03-14 06:45:07"
14677;813;"GoogleMaps";1;"2016-03-14 06:50:07"
14685;756;"Here";1;"2016-03-14 06:50:07"
14677;810;"GoogleMaps";1;"2016-03-14 06:55:07"
14685;761;"Here";1;"2016-03-14 06:55:07"
14677;866;"GoogleMaps";1;"2016-03-14 07:00:07"
14685;762;"Here";1;"2016-03-14 07:00:07"
14685;782;"Here";1;"2016-03-14 07:05:07"
14677;902;"GoogleMaps";1;"2016-03-14 07:05:07"
14677;907;"GoogleMaps";1;"2016-03-14 07:10:07"
14685;840;"Here";1;"2016-03-14 07:10:07"
14677;900;"GoogleMaps";1;"2016-03-14 07:15:07"
14685;879;"Here";1;"2016-03-14 07:15:07"
14677;934;"GoogleMaps";1;"2016-03-14 07:20:07"
14685;1027;"Here";1;"2016-03-14 07:20:07"
14685;1058;"Here";1;"2016-03-14 07:25:07"
14677;957;"GoogleMaps";1;"2016-03-14 07:25:07"
14685;1043;"Here";1;"2016-03-14 07:30:07"
14677;1078;"GoogleMaps";1;"2016-03-14 07:30:07"
14677;1107;"GoogleMaps";1;"2016-03-14 07:35:07"
14685;901;"Here";1;"2016-03-14 07:35:07"
14685;1020;"Here";1;"2016-03-14 07:40:07"
14677;1101;"GoogleMaps";1;"2016-03-14 07:40:07"
14677;1063;"GoogleMaps";1;"2016-03-14 07:45:07"
14685;1043;"Here";1;"2016-03-14 07:45:07"
14685;1121;"Here";1;"2016-03-14 07:50:07"
14677;982;"GoogleMaps";1;"2016-03-14 07:50:07"
14685;1104;"Here";1;"2016-03-14 07:55:07"
14677;1000;"GoogleMaps";1;"2016-03-14 07:55:07"
14677;1015;"GoogleMaps";1;"2016-03-14 08:00:07"
14685;1057;"Here";1;"2016-03-14 08:00:07"
14685;1072;"Here";1;"2016-03-14 08:05:07"
14677;930;"GoogleMaps";1;"2016-03-14 08:05:07"
